motion,SWERIK_ID_MPs_signee
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1880/mot-1880--ak--00021.xml,i-Eh28M5AZY2tWhNydPzRYf3
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1880/mot-1880--ak--00103.xml,i-EN2Ltfa3VFVFqNbPXeanv
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1881/mot-1881--ak--00008.xml,i-4Cx4dJwPinjKGZyEZjBPZM
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1881/mot-1881--ak--00155.xml,i-F25NVHcBHh8Wvt6w7kLUBA
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1881/mot-1881--ak--00162.xml,i-FErqYyg4ctnxLzmQuzsAZ5
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1882/mot-1882--ak--00012.xml,i-9faG75S9uS5dwmJ9GTvda1
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1882/mot-1882--ak--00093.xml,i-8g3J5JC2XCnPcVSbLrtfED
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1882/mot-1882--fk--00022.xml,i-NjP1xjERFHKgSe8SCzjx72
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1883/mot-1883--ak--00006.xml,i-YFzzFKh2NjM54cFjad2qWQ
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1883/mot-1883--ak--00031.xml,i-StedJdxnLqw4NbNmZQ7ibE
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1883/mot-1883--ak--00044.xml,i-QNVcQXgDqnpMz9845nhFr1
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1884/mot-1884--ak--00015.xml,i-7b4dYVJhQNDZvhFY8Qawzv
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1884/mot-1884--ak--00067.xml,i-37qgHWj8Zd858MSWDhN8Zo; i-7DD9UiYqJkTfq9tkRcCA2k
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1884/mot-1884--fk--00038.xml,i-8cB9HzwUC3zBvWCxe32vRE
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1885/mot-1885--ak--00030.xml,i-LUnWpAjcsRaRqb78mxeJ15
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1885/mot-1885--ak--00142.xml,i-DbdvN45VmHEK9gFMtoD6DC; i-B1TD61aoCX1X8inXyshE45
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1885/mot-1885--fk--00053.xml,i-NFdqatonfRsGCESVshuU5V
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1886/mot-1886--ak--00036.xml,i-3sN9DMuKUv4qbPVAGpgpoG; i-Lq454nVDYrDHNLUERQsYDn; i-TG7FNMEqNgriHtpUnpX6DL; i-L9x9NkF1idfQrSZjXw8xc1; i-Qdz4d8Ykv3zsRZVZxrcte1
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1886/mot-1886--ak--00137.xml,i-K6LggWsK7BZ5j7BRK6tMfD
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1886/mot-1886--fk--00007.xml,i-YKcHW4nbwE58e3oApp2AGd
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1887/mot-1887-janmar-ak--00024.xml,i-9hGKtwhDVvJSEkq4CXz1ii
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1887/mot-1887-janmar-ak--00131.xml,i-25EEgWidbVVQMzbXZMgAXZ
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1887/mot-1887-majjul-ak--00026.xml,i-M3ZXFztHLDDpAd9W9omcqs
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1888/mot-1888--ak--00024.xml,i-QfeDyZ27DQmH17bsjAZDYK
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1888/mot-1888--ak--00142.xml,i-4Ccm565qW4Wb9cJczxcvaC; i-VuLqMbgdBDWY874zTU3wuB; i-JJfxL8iy6S3cbrc3sTmdRE; i-Sy81b3ig3xaNxXhrHU6mdJ; i-Ru4m7PwPngedWP65bhXJgu; i-2gFz918CyUZkTuGwyS9VJt
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1888/mot-1888--ak--00157.xml,i-bAkDtRbC4qwseLUQ1m5S3
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1889/mot-1889--ak--00029.xml,i-9wYeeuP3RWB6bA1svcTBE
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1889/mot-1889--ak--00139.xml,i-XGV9WC6oL1KU2HeBs1bLQi
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1889/mot-1889--fk--00050.xml,i-Y9YbqDh3YmC3zyXjWiT1re
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1890/mot-1890--ak--00043.xml,i-2VZTfC47GBddiryCh2CpHE
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1890/mot-1890--ak--00045.xml,i-BpjQbCyD87dfhoTPHChrGZ; i-8pbX6LRKzxvUdbXMazCxto; i-2QcpwTvuvuHLaCWaSG33nF; i-Ao65QGy15CSfY5Bs93ui2H
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1890/mot-1890--ak--00214.xml,i-DtUBL4PhS8MGp9QnAiAJc7; i-Jux87Y67Kxg3c73zqd7Xud
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1891/mot-1891--ak--00046.xml,i-CvE9G8tRKYnVxdnpwQtaEa; i-BqxiGcrvRSyw7vSVD9ghzT; i-M8iT3fNaEahQCDyU7KD4Xo; i-LZdMKNSEVGNKsWS2UasAi3; i-ERiVJNFmpgUdsS9YuT6kpg; i-B1SwupwM9QjXTLJUdzWAMP; i-M3ZXFztHLDDpAd9W9omcqs; i-Q9NZspFD2eAfFJcRFPWqM; i-DaGNzDugnyRMkYYfAo2AZy; i-6GAocgVxQ6jiDDMLZHLu3d; i-Xdy8t5sLfraMuoGMNLMKVs; i-CPfUdQUFStbLWNfMwcYqBw; i-831weVJUgdkHmNJ3qar1qk; i-9wuGFV27d4wT614qHyapco; i-Hyqvgdf3ZjCXhRaGtAsh5V; i-CyRoxEq2KbDs42MtkNnNiv; i-Xe7y1HUKo3cwvjoGKibVwZ; i-2VZTfC47GBddiryCh2CpHE; i-JSD38mWT7YyULoZeavmfbP; i-7DD9UiYqJkTfq9tkRcCA2k; i-Xb3C5Vr1Nuk3LEZVCSNSgM; i-Jux87Y67Kxg3c73zqd7Xud; i-PPQzQpjxJgK9T8oVftkuFD; i-CFgTG42GDu6i8infTbEfdz; i-TYTRLcvnTBCfR2iBbM2cHU; i-YazX28KdBe9qGR8fKzRszT; i-6nb5Nksypt5HiLFAGwZTw3; i-UoV3vX6cKBePnhvLmRZwB; i-ESAm1DKfv3KraeQ1CSiwmq; i-5Yh6HBknHoPtKFgLtpMaDp; i-2ASB6DoU1XW9sV8ZGbcxey; i-8pbX6LRKzxvUdbXMazCxto; i-Ao65QGy15CSfY5Bs93ui2H; i-N6Keb2NhChtqLkNGdsJVHC; i-StedJdxnLqw4NbNmZQ7ibE; i-LQv7xeJqieeAUann5fmxiL; i-CRg57QyeX8aiXhez3Dk7Ai
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1891/mot-1891--ak--00184.xml,i-N6Keb2NhChtqLkNGdsJVHC
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1891/mot-1891--ak--00186.xml,i-UoV3vX6cKBePnhvLmRZwB
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1892/mot-1892--ak--00075.xml,i-RsWf3KiYWHHJuK6ijo9Gta
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1892/mot-1892--ak--00091.xml,i-6GAocgVxQ6jiDDMLZHLu3d
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1892/mot-1892-urtima-fk--00002.xml,i-PZo61ze3oe2bePYTHaDHM9
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1893/mot-1893--ak--00096.xml,i-NG4dqakBciKkUVzvvpPCRD
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1893/mot-1893--ak--00115.xml,i-9wYeeuP3RWB6bA1svcTBE
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1893/mot-1893--ak--00126.xml,i-LzAkAb8hM4738RATfMA7Wt
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1894/mot-1894--ak--00016.xml,i-LUnWpAjcsRaRqb78mxeJ15
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1894/mot-1894--ak--00170.xml,i-KtG9MZoKix4XYo4sC4WsUP
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1894/mot-1894--fk--00024.xml,i-4iBnzT9pgjryrkk1UYbDxL
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1895/mot-1895--ak--00052.xml,i-LtZe8xTn1FKuPsNEDJNrJH
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1895/mot-1895--ak--00112.xml,i-SEL9qX8ssVyxUpVEo1ZveN
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1895/mot-1895--fk--00046.xml,i-Cx7GhXwo6MUkSvgCyM6F5m
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1896/mot-1896--ak--00071.xml,i-3FSs4wVDP5BUGhdcBZEhUo
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1896/mot-1896--ak--00134.xml,i-J3DRDw3b8mFwSVN8fgx2DS
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1896/mot-1896--ak--00174.xml,i-2kLR1QFBRK4TzA8EaYwdB4; i-ESAm1DKfv3KraeQ1CSiwmq; i-EpGkoMNMbkRJY15jN8HtRn; i-LzAkAb8hM4738RATfMA7Wt
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1897/mot-1897--ak--00104.xml,i-2gFz918CyUZkTuGwyS9VJt
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1897/mot-1897--fk--00011.xml,i-PNvieUM2GWTgmE61U6djzk
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1897/mot-1897--fk--00018.xml,i-8dhXgrUShJSTmoPcB9FfMi
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00053.xml,i-L2Qzee4DnAx8NzP6BEnAFg
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00108.xml,i-4U8pJUccpdMTNKnRBaLNRn
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1898/mot-1898--ak--00138.xml,i-EpkJAsCf15osmWnpEQgYvg
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1899/mot-1899--ak--00056.xml,i-7qvitSSN8gQ1uzg5iwWjD9
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1899/mot-1899--ak--00211.xml,i-N3Bh5ViRWqhFm6dVGLEieJ
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1899/mot-1899--ak--00241.xml,i-BCZWbGeLzeuFhF8y3gEaZo
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1900/mot-1900--ak--00054.xml,i-L8igD41spNvbEjshjG3znh
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1900/mot-1900--ak--00130.xml,i-dppNpPyX1pBND8b8JcCpo
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1900/mot-1900--ak--00151.xml,i-5wWRJAXfVgvuneH3sdAR6w; i-R9MyGXJGkxUW6BDGZnaPCF; i-Shx8s54ySb2pPVzcDRXmxN; i-GbhiuQPNmKizBowZVk5os8; i-X7kXqhE1n1PkiMA2ijiw2b; i-S5mRUGGT3RXeRgMjsKf4P4; i-SuBtdXciX6FHNe1ctVkGSc; i-8PVe98F8qyBcQbdgnawnR4; i-CJrCTNjx52Xn65aijhiykK; i-2ajxL1uZzxQsvJXngW96hD; i-6WG5sy3umvRtHKftBHDXCs; i-JEgc1aAvpjdwHjnsG3nTk5; i-3FXDiNFhMaD2xtLwqRVLbs;i-M3KsriBtBmH4v2DUpjuGUU
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1901/mot-1901--ak--00125.xml,i-VM3kn4h4mTkLoFpEyrhy5t
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1901/mot-1901--ak--00166.xml,i-MAQEcZ126HmopwZCi53wi2
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1901/mot-1901--ak--00175.xml,i-Qdz4d8Ykv3zsRZVZxrcte1
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1902/mot-1902--ak--00007.xml,i-9My6zQNwR987YADn41a1Q6
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1902/mot-1902--ak--00059.xml,i-CMeN1LMPs7fPYY5k3Y79z4
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1902/mot-1902--ak--00061.xml,
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1903/mot-1903--ak--00055.xml,i-KfhionKEV1mdEwMpzxVxcN
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1903/mot-1903--ak--00064.xml,i-WJFUxfoH9MxRGxnHzAMK9D
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1903/mot-1903--ak--00101.xml,i-StedJdxnLqw4NbNmZQ7ibE; i-KLVdWuEH3iyC7Ws5pZeVNK; i-PPQzQpjxJgK9T8oVftkuFD; i-2ASB6DoU1XW9sV8ZGbcxey
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1904/mot-1904--ak--00145.xml,i-JPitp7YnyA5FVnAVx6buJK; i-9zXKiuNmSKJDEsoG3gjATF
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1904/mot-1904--ak--00151.xml,i-5wWRJAXfVgvuneH3sdAR6w; i-Q2P8tFSZepYKH7UCJjpycJ; i-9FaEFPLt3oQFHYZzfytdP2; i-TjTXd1BhNmQYR6chLowerA; i-5c9mfR236xt4zVBBWJTpNn; i-CstbzCQGy4imdVSWZesSu; i-EZgzHXqRzCH5Uq63fALDeS; i-DQ9MiFCTqXqDgv4LnUitVT; i-JEgc1aAvpjdwHjnsG3nTk5; i-4R2KEQAwfYsX1osXqxZ66T; i-9wN2nfyUfzSDZicp5e3dkR; i-5YeVw64y97GEawvX93x6P5; i-GbhiuQPNmKizBowZVk5os8
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1904/mot-1904--fk--00022.xml,i-M5aMXV2yx6yh9KuYz7Z45q
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1905/mot-1905--ak--00114.xml,i-8QhUhC7tghVhGLiXuQy6st
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1905/mot-1905--ak--00146.xml,i-FDUnfwLSnbmZFbmEoCBSeE; i-EKcEsJ8rgRpxXJKX9UZCn
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1905/mot-1905-urtima-fk--00004.xml,i-YFmh6ABc2GTvHAkuL7pFAP; i-87LPANBiBX7wLgJ4qtMBss; i-7QiMQk25eeqJqnZvPQk62u; i-U1HgHsSCQwRnuUvdRGojU4; i-YSW8Kg6NVNWR81nXxwY7Pw; i-GiW7zxnS4J1KGakxdFC177; i-Co7CHUvCQqnWiD6XBtunA3; i-Lm3eE3F9Uin1JPz2edLpYC; i-Fnu186BGHvvTJDuB7t6zMb; i-QvQF7Es6NnMXfNhoeCLJL2; i-FQJJCrSL887VqdEgWRuCYj; i-YVqWZSiikwY2UYC3gt2RvM; i-GkkQbto5JYXvdSs1bs6RLo; i-Wjs7vhiqPDs5DWBCyXkc77; i-W8sBcvRsddpMCiVmEeekWs; i-CjSFC5KzVjviPvMWRXCbe6; i-C9K2zQhbi7bGUXtbQLDqku; i-D7KfkW1nDvvN3JwmiZtbX5; i-KrDgdZwFvbfz2DRQDX9Aw6; i-A5JQXuHfaRp4u95HrYD9gd; i-Snz4JyGqut3x8YoNGkcqwt; i-LEiVmuJS3qfxU5P3M3NMxf; i-HqRXpcNvVcpAFSfTDWhdNx; i-2dY1SGv8Hf9ixu6QkJdDsP; i-Uh4cCK1LpYUrgkGNfFiCKh; i-BRVDAnCnib83pYossDYwRa; i-Er61oaczszUgxR1FzN9neP; i-T5TQTo1x9KZiCNRXHysUZG; i-5581gcEvQGbiMJEyEKV6yh; i-8yGuNy24hvMd2Z2td7mHze; i-TwHRimW4qHP6qKGd2peE57; i-DrXSPzMYgVV6atUHfgBSF4; i-4QmvMZkdVwHxUNSzFz7zzs; i-PNvieUM2GWTgmE61U6djzk; i-PpnCjvomNLjsJprvA7oC4i; i-8Rh26BWHsu23CsDhDYmcE9; i-WS6avHnstrES8AWCVeqaD9; i-5haQvBqofmVv7uAtDuavic; i-SUicGYDDyHF8pDkbccXJwW; i-T5fFgQ73BhXWChgostnu9w; i-5m7eXbqSoKZzWQ41W9boXX; i-YQ6g7JsKJpiQK8dbyD7FQo; i-R5nrkYVYWRipCGrS8PAyUz; i-FSJ4kw3boEHgUkPEAcBMPU; i-YBeHR1zEBPMM35nMEreTz; i-G1xzyAPjWuB2rB8kWLGUve; i-SbYnBCjoFEsouNvrLVZ1J2; i-GX7BNu6JdpkCkLvrx2oYRe; i-7TJqANjbrgd7SVhZMKk9xF; i-UDziRjgcxgNjFct4MavzVQ; i-EFg8HwcKJoaLpGz6Y9q9aW; i-FFyGhg7yDLhat7YPoNLzaH; i-JCyzttMVkJyC3MktTPBWrC; i-FTiFt8AALJDsUjHZcZEDSH; i-458Xitx1rMUDzu6Nz48nrJ; i-TXTMjmW8M6sutYxwmKpuaD; i-8VsfxTDe2G4GaxT4mL9cj9; i-YQVJCQSW4NWPJmxYfGu3f9; i-DGMnBps2wUrSusm54kdoY7;i-6oRamg3DcU6q3ybLVDX2pR
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1906/mot-1906--ak--00067.xml,i-9zXKiuNmSKJDEsoG3gjATF
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1906/mot-1906--ak--00167.xml,i-ERTFQPdbrLL5nsYqVAz5fk
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1906/mot-1906--fk--00039.xml,i-Co7CHUvCQqnWiD6XBtunA3
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1907/mot-1907--ak--00018.xml,i-X43kaZ3UoFfnrYCcPKoxe9
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1907/mot-1907--ak--00283.xml,i-WznDfCH6YyNH8Yey7Nai8P
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1907/mot-1907--fk--00040.xml,i-QfeDyZ27DQmH17bsjAZDYK
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1908/mot-1908--ak--00032.xml,i-4U8pJUccpdMTNKnRBaLNRn
