motion_path	parliament_year	false_negatives	gold_signee_count	miss_rate	coverage	true_positives	false_positives	unknown_signature_count	signature_item_count	false_negative_ids	false_negative_names	xml_predicted_ids	motion
data/1896/mot-1896--ak--00174.xml	1896	4	4	1.0	0.0	0	0	1	1	i-2kLR1QFBRK4TzA8EaYwdB4; i-ESAm1DKfv3KraeQ1CSiwmq; i-EpGkoMNMbkRJY15jN8HtRn; i-LzAkAb8hM4738RATfMA7Wt	i-2kLR1QFBRK4TzA8EaYwdB4 (Edvard Svensson); i-ESAm1DKfv3KraeQ1CSiwmq (Pehr Pehrson); i-EpGkoMNMbkRJY15jN8HtRn (Nils Jönsson); i-LzAkAb8hM4738RATfMA7Wt (Sven Arnoldsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1896/mot-1896--ak--00174.xml
data/1903/mot-1903--ak--00101.xml	1903	4	4	1.0	0.0	0	0	1	1	i-2ASB6DoU1XW9sV8ZGbcxey; i-KLVdWuEH3iyC7Ws5pZeVNK; i-PPQzQpjxJgK9T8oVftkuFD; i-StedJdxnLqw4NbNmZQ7ibE	i-2ASB6DoU1XW9sV8ZGbcxey (Ivar Månsson); i-KLVdWuEH3iyC7Ws5pZeVNK (Daniel Persson); i-PPQzQpjxJgK9T8oVftkuFD (Jöns Bromée); i-StedJdxnLqw4NbNmZQ7ibE (Carl Persson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1903/mot-1903--ak--00101.xml
data/1947/mot-1947--ak--00422.xml	1947	4	4	1.0	0.0	0	2	1	3	i-3F1eUNkWXaMuYwB6Z4eGSH; i-72h2c4CqR4dcDaG6HR3mAB; i-7k8zFFY69k9DVxZJwLskxW; i-V7NiAeWY2Xibey7Z9PGYKr	i-3F1eUNkWXaMuYwB6Z4eGSH (Hjalmar Gustafson); i-72h2c4CqR4dcDaG6HR3mAB (Oscar Nolin); i-7k8zFFY69k9DVxZJwLskxW (Fritz Persson); i-V7NiAeWY2Xibey7Z9PGYKr (Victor Mattsson)	i-6qNV5dntxbsrdQyVsjxWoW; i-Kv4hUGrgspgE3ZEpZrgHtZ	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1947/mot-1947--ak--00422.xml
data/1964/mot-1964--fk--00576.xml	1964	4	4	1.0	0.0	0	1	1	2	i-DuMmQVGSnykDcj8ZwohCuA; i-Lr6SgKhYd2CyYMfVp5ZboP; i-XnAJTZxq8aH1QaVGLczDrb; i-XxxhK5cXr2wqWtUSsWnphS	i-DuMmQVGSnykDcj8ZwohCuA (Bertil Jonasson); i-Lr6SgKhYd2CyYMfVp5ZboP (Torsten Andersson); i-XnAJTZxq8aH1QaVGLczDrb (Sven Sundin); i-XxxhK5cXr2wqWtUSsWnphS (Torsten Bengtson)	i-QW3U8q9gqCreU8hvXKjp44	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1964/mot-1964--fk--00576.xml
data/1967/mot-1967--ak--00139.xml	1967	4	4	1.0	0.0	0	0	0	0	i-2mWi9vtkPfa94zF2iziK1h; i-7d3TRxM4EXGPcH4Nyst5jR; i-9Y4xyA9x1QxKAxWcTDiJ57; i-BbiLJyQjTgGoxdGRDLvnDo	i-2mWi9vtkPfa94zF2iziK1h (Henning Nilsson); i-7d3TRxM4EXGPcH4Nyst5jR (Gustav Lorentzon); i-9Y4xyA9x1QxKAxWcTDiJ57 (Gunvor Ryding); i-BbiLJyQjTgGoxdGRDLvnDo (Gösta Andersson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1967/mot-1967--ak--00139.xml
data/198788/mot-198788-KrU-00264.xml	198788	4	4	1.0	0.0	0	0	0	0	i-CMGiiZNVocLdbkuKqXgWTG; i-HK9qYnVFN9ozMjewUoj5Ya; i-U9We27C3x3JviFqbQPuj3d; i-VtWQs1mfimPMyjw5HVXR4i	i-CMGiiZNVocLdbkuKqXgWTG (Nils Berndtson); i-HK9qYnVFN9ozMjewUoj5Ya (Bo Hammar); i-U9We27C3x3JviFqbQPuj3d (Alexander Chrisopoulos); i-VtWQs1mfimPMyjw5HVXR4i (Inga Lantz)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/198788/mot-198788-KrU-00264.xml
data/1936/mot-1936--ak--00174.xml	1936	3	3	1.0	0.0	0	0	2	2	i-C3AtGSK2kCCQrcij1zKWxy; i-PxJkAua7y2xMDdFhtkakAi; i-VacBUiqCgNFdBxDjAQggNV	i-C3AtGSK2kCCQrcij1zKWxy (David Hall); i-PxJkAua7y2xMDdFhtkakAi (Wiktor Mårtensson); i-VacBUiqCgNFdBxDjAQggNV (Gustaf Johnsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1936/mot-1936--ak--00174.xml
data/1937/mot-1937--ak--00342.xml	1937	3	3	1.0	0.0	0	0	0	0	i-AD4PVxoWFJ5WK9APNtM5vP; i-GPYC16egTa8Yn3wguN6WLg; i-WxSJ518t8uzSX274hdbTf2	i-AD4PVxoWFJ5WK9APNtM5vP (Knut Senander); i-GPYC16egTa8Yn3wguN6WLg (Hilding Hagberg); i-WxSJ518t8uzSX274hdbTf2 (Johan Brädefors)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1937/mot-1937--ak--00342.xml
data/1951/mot-1951--fk--00395.xml	1951	3	3	1.0	0.0	0	0	0	0	i-ERZdkAwWUNZZFepETj5sb1; i-Qc2sE2YiifAJrwAnDQvtyx; i-xxDJ3V22cfahN9u2e4ZdP	i-ERZdkAwWUNZZFepETj5sb1 (Folke Petrén); i-Qc2sE2YiifAJrwAnDQvtyx (Gustaf Elofsson); i-xxDJ3V22cfahN9u2e4ZdP (Per Lundgren)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1951/mot-1951--fk--00395.xml
data/1963/mot-1963--fk--00282.xml	1963	3	3	1.0	0.0	0	0	1	1	i-8V9rz1DAk7BXrD9Xd2WbaB; i-AFKRuqw65ewVGnDdU6pKeD; i-Lr6SgKhYd2CyYMfVp5ZboP	i-8V9rz1DAk7BXrD9Xd2WbaB (Torsten Mattsson); i-AFKRuqw65ewVGnDdU6pKeD (Harald Pettersson); i-Lr6SgKhYd2CyYMfVp5ZboP (Torsten Andersson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1963/mot-1963--fk--00282.xml
data/1965/mot-1965--fk--00396.xml	1965	3	3	1.0	0.0	0	0	1	1	i-2vSoREUgDMM9du3oZhTyJR; i-8V9rz1DAk7BXrD9Xd2WbaB; i-JJbUecmn3MSCSN2PV2BVLq	i-2vSoREUgDMM9du3oZhTyJR (Lars Schött); i-8V9rz1DAk7BXrD9Xd2WbaB (Torsten Mattsson); i-JJbUecmn3MSCSN2PV2BVLq (Lars Larsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1965/mot-1965--fk--00396.xml
data/1966/mot-1966--fk--00014.xml	1966	3	3	1.0	0.0	0	0	3	3	i-DYgzAT37kBVShgAsK7YzHQ; i-Nn2dRsVQuZeCCPQApM5Pkz; i-XbPNTXJL74ynfThk9DM7o9	i-DYgzAT37kBVShgAsK7YzHQ (Olle Dahlén); i-Nn2dRsVQuZeCCPQApM5Pkz (Eric Peterson); i-XbPNTXJL74ynfThk9DM7o9 (Sven Nyman)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1966/mot-1966--fk--00014.xml
data/1968/mot-1968--fk--00735.xml	1968	3	3	1.0	0.0	0	2	3	5	i-DjzMK2q4HBp8SxyHxFkXFq; i-Lr6SgKhYd2CyYMfVp5ZboP; i-S9zAqkxFcyEpCQ17ZA2QJ8	i-DjzMK2q4HBp8SxyHxFkXFq (Ferdinand Nilsson); i-Lr6SgKhYd2CyYMfVp5ZboP (Torsten Andersson); i-S9zAqkxFcyEpCQ17ZA2QJ8 (Nils Theodor Larsson)	i-4UgQ2nJDsz9iU1xxKcTpmu; i-FcSHwyiPoR4KQVGMkW2y5K	https://github.com/swerik-project/riksdagen-motions/blob/main/data/1968/mot-1968--fk--00735.xml
data/1870/mot-1870--ak--00215.xml	1870	2	2	1.0	0.0	0	0	1	1	i-LV4qwHZuebFeCkPRrYTymH; i-QPqdt6oyauaJTMvLrNY52z	i-LV4qwHZuebFeCkPRrYTymH (Gustaf Jansson); i-QPqdt6oyauaJTMvLrNY52z (Pehr Pehrsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1870/mot-1870--ak--00215.xml
data/1884/mot-1884--ak--00067.xml	1884	2	2	1.0	0.0	0	0	3	3	i-37qgHWj8Zd858MSWDhN8Zo; i-7DD9UiYqJkTfq9tkRcCA2k	i-37qgHWj8Zd858MSWDhN8Zo (Liss Olof Larsson); i-7DD9UiYqJkTfq9tkRcCA2k (Stormats Mathias Olsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1884/mot-1884--ak--00067.xml
data/1890/mot-1890--ak--00214.xml	1890	2	2	1.0	0.0	0	0	0	0	i-DtUBL4PhS8MGp9QnAiAJc7; i-Jux87Y67Kxg3c73zqd7Xud	i-DtUBL4PhS8MGp9QnAiAJc7 (Nils Pehrsson); i-Jux87Y67Kxg3c73zqd7Xud (Emil Olsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1890/mot-1890--ak--00214.xml
data/1905/mot-1905--ak--00146.xml	1905	2	2	1.0	0.0	0	0	2	2	i-EKcEsJ8rgRpxXJKX9UZCn; i-FDUnfwLSnbmZFbmEoCBSeE	i-EKcEsJ8rgRpxXJKX9UZCn (Henric Öhngren); i-FDUnfwLSnbmZFbmEoCBSeE (Karl Karlsson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1905/mot-1905--ak--00146.xml
data/1928/mot-1928--ak--00163.xml	1928	2	2	1.0	0.0	0	0	1	1	i-31Q457DWEnbThb8ttXTacq; i-5xbpwZHjLMEGP3pEF37iPy	i-31Q457DWEnbThb8ttXTacq (Nils Holmström); i-5xbpwZHjLMEGP3pEF37iPy (Jöran Grapenson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1928/mot-1928--ak--00163.xml
data/1939/mot-1939--ak--00423.xml	1939	2	2	1.0	0.0	0	0	0	0	i-GPYC16egTa8Yn3wguN6WLg; i-WxSJ518t8uzSX274hdbTf2	i-GPYC16egTa8Yn3wguN6WLg (Hilding Hagberg); i-WxSJ518t8uzSX274hdbTf2 (Johan Brädefors)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1939/mot-1939--ak--00423.xml
data/1952/mot-1952--fk--00418.xml	1952	2	2	1.0	0.0	0	0	0	0	i-L31knc1H7Q8uzLgTZoFx7A; i-N3Cf1Ve5VxLftgWsSxB1Sm	i-L31knc1H7Q8uzLgTZoFx7A (Åke Holmbäck); i-N3Cf1Ve5VxLftgWsSxB1Sm (Harald Nordenson)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1952/mot-1952--fk--00418.xml
data/1953/mot-1953--fk--00389.xml	1953	2	2	1.0	0.0	0	0	0	0	i-4trrwMgaaYgdfEZaeP8LTR; i-8SEmi1JqbwCoJ1VPeGoz48	i-4trrwMgaaYgdfEZaeP8LTR (Sven Ohlon); i-8SEmi1JqbwCoJ1VPeGoz48 (Edgar Sjödahl)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1953/mot-1953--fk--00389.xml
data/1955/mot-1955--ak--00300.xml	1955	2	2	1.0	0.0	0	0	1	1	i-2gvrXtH5sAT9PgXsCVpQSW; i-BoL9XYAnLchxuCqnC95mXX	i-2gvrXtH5sAT9PgXsCVpQSW (Jarl Hjalmarson); i-BoL9XYAnLchxuCqnC95mXX (Ruth Ager)		https://github.com/swerik-project/riksdagen-motions/blob/main/data/1955/mot-1955--ak--00300.xml
