motion	content	problem
data/1874/mot-1874--ak--00016.xml	 ||| Af Herr Olof Nilsson: Om skjutsningsbesvärets skiljande från jord- bruket, samt om erforderliga medels anvisande för detta ändamål.	annotated title block does not match goldstandard
data/1874/mot-1874--ak--00065.xml	 ||| Af Herr Johan Jönsson: Om förändrad lydelse af 7 Kap. 19 $ Rätte- gdångsbalken.	annotated title block does not match goldstandard
data/1874/mot-1874--ak--00171.xml	 ||| Af Herr Johannes Jonsson: Om underdånig hemställan till Kongl. Maj:t rörande ändring 1 Kongl. Kungörelsen den 27 September 1872 angdende expeditionslösen.	annotated title block does not match goldstandard
data/1875/mot-1875--ak--00067.xml	 ||| Af Herr A. W. Wigardt: Angående förhöjning i anslaget till folk- skoleinspektionen samt — förbättring af folkskoleinspektö- rernes aflöningsvilkor.	annotated title block does not match goldstandard
data/1875/mot-1875--fk--00009.xml	 ||| Af Herr Bergstedt: Angdende beviljande af 2,200 kronor till aflöning af en ytterligare öfverlärare i matematik vid Slöjdskolan i Stockholm.	annotated title block does not match goldstandard
data/1875/mot-1875--fk--00044.xml	 ||| Af Herr von Koch: Om ändring af gällende stadgand.n rö- rande skyldigheten att bygga och underhålla ky; a med Hera dertill hörande byggnader.	annotated title block does not match goldstandard
data/1876/mot-1876--ak--00120.xml	 ||| Af Herr J. Rundbäck: Om ändring i Bevillningsförordningen i fråga om rusttjenstbevillnings erläggande.	annotated title block does not match goldstandard
data/1876/mot-1876--fk--00014.xml	 ||| Af Herr Burenstam: Om anvisande af 7,500 kronor till under stöd åt de inbyggare inom Humla socken af Örebro län, hvilka lidit skada till följd af ett den 18 Augusti 1875 inträffadt skydrag	annotated title block does not match goldstandard
data/1876/mot-1876--fk--00019.xml	 ||| Af Herr Nordenfelt, Leonard Magnus: Angdende lastpenninyarnes afskaffande.	annotated title block does not match goldstandard
data/1877/mot-1877--ak--00046.xml	 ||| Af Herr Johan Jönsson: Om ändring af 4 $i Folkskolestadgan den 18 Juni 1842.	annotated title block does not match goldstandard
data/1877/mot-1877--ak--00065.xml	 ||| A4f Herr CO. I. Bengtsson: Om anslag till aflöning åt en djur- läkare inom Sunnerbo Härad.	annotated title block does not match goldstandard
data/1877/mot-1877--ak--00094.xml	 ||| Af Herr A. P. Lind: Om förändrad lydelse af $ 8 mom. b i Bevillningsstadgan.	annotated title block does not match goldstandard
data/1878/mot-1878--ak--00074.xml	 ||| Af Herr Jöns Rundbäck: Om underdånig skrifvelse rörande ändring af 3 kap. 22 $i PFiskeristadgan.	annotated title block does not match goldstandard
data/1878/mot-1878--fk--00003.xml	 ||| Af Grefve Lewenhaupt, Claös Magzus: Om beviljande af ett anslag åa 2500 kronor under innevarande år åt Lektorn vid Kongl. Skogsinstitutet A. E. Holmgren för naturvetenskapliga forskningar.	annotated title block does not match goldstandard
data/1878/mot-1878--fk--00037.xml	 ||| Af Herr Wallenberg: Angående ändring af 65 $ RBiksdagsordningen.	annotated title block does not match goldstandard
data/1879/mot-1879--ak--00018.xml	 ||| Af Herr J. ÅA. Sjö: Angående utgifvande af Riksbankssedlar å en krona.	annotated title block does not match goldstandard
data/1879/mot-1879--ak--00061.xml	 ||| Af Herr FE. T. Borg: Om ändring af $ 14i Riksdagsordningen.	annotated title block does not match goldstandard
data/1879/mot-1879--ak--00080.xml	 ||| Af Herr Per Nilsson i Espö: Om anvisande af medel till hamn- byggnad vid fiskeläget Smye i Ostra Torps socken.	annotated title block does not match goldstandard
data/1880/mot-1880--ak--00008.xml	 ||| Af Herr Anders Bengtsson: Med förslag till förändrade be- stämmelser angående skyldighet att deltaga i kostnaden för byggnad och underhåll af tingshus och häradsfängelse.	annotated title block does not match goldstandard
data/1880/mot-1880--ak--00021.xml	 ||| Af Herr J. O. Boström: Angående bidrag af statsmedel för af- lönande af biträdande lärare och lärarinnor vid folkskolor samt lärare och lärarinnor vid mindre skolor.	annotated title block does not match goldstandard
data/1880/mot-1880--ak--00103.xml	 ||| Af Herr N. L. Sjöblom: Om beviljande af ett förslagsanslag till bestridande af kostnaderna för anställande af uwnder- sökning och försök för utrönande af den Wedelinska spritkontrollapparatens användbarhet vid brämnerierna i riket.	annotated title block does not match goldstandard
data/1881/mot-1881--ak--00008.xml	 ||| Af Herr Isaac Asklöf: Om ändring i 42 $ af Kongl. Förord- ningen angående hushållningen med de allmänna skogarne 2 riket af den 29 Juni 1866.	annotated title block does not match goldstandard
data/1881/mot-1881--ak--00155.xml	 ||| Af Herr K. J. Berg: Angående skrifvelse till Kongl. Maj:t med begäran om utredning luruvida och under hvilka vilkor stats- makten må kunna ikläda sig ansvar för förluster, som af embetsmän genom felaktig embetsförvaltning vållas.	annotated title block does not match goldstandard
data/1881/mot-1881--ak--00162.xml	 ||| Af Herr Aug. Wengberg: Angående anvisande af anslag för utvidgande af treklassiga elementarläroverket i Trelleborg.	annotated title block does not match goldstandard
data/1882/mot-1882--ak--00012.xml	 ||| Af Ierr J. A. Öberg: Om ändring i 14 $ Riksdagsordningen.	annotated title block does not match goldstandard
data/1882/mot-1882--ak--00093.xml	 ||| Af Herr Aug. Bokström: Om underdånig skrifvelse med till- styrkande af bifall till det af landsstatskomiterade fram- stälda förslag om stämmoböters utbytande mot en lämp- lig indrifmingsafgift.	annotated title block does not match goldstandard
data/1882/mot-1882--fk--00022.xml	 ||| Af Herr Adlersparre: Om tillägg till gällande kommunalförfatt- ningar af bestämmelser för åstadkommande af kontroll öfver förvaltningen af medel, som donerats till allmänna ändamål.	annotated title block does not match goldstandard
data/1883/mot-1883--ak--00006.xml	 ||| Af Herr SÅ AA. Hedlund: Angående fastställande af vissa grunder vid behandling af frågan om landtförsvarets ombildning.	annotated title block does not match goldstandard
data/1883/mot-1883--ak--00031.xml	 ||| Af Herr Carl Persson: Med förslag till förändrad lydelse af 24 kap. 32 $ Kyrkolagen.	annotated title block does not match goldstandard
data/1883/mot-1883--ak--00044.xml	 ||| Af Herr J. P. Nilsson: Angående ändring af $ 11 i Kongl. Förordningen angående kommunalstyrelse på landet den 21 Mars 1862.	annotated title block does not match goldstandard
data/1884/mot-1884--ak--00015.xml		title block is not annotated in goldstandard
data/1884/mot-1884--ak--00067.xml	 ||| Af Herr Liss OL Larsson: Angående förändrad lagstiftning rörande. försäljningen af vin och maltdrycker.	annotated title block does not match goldstandard
data/1884/mot-1884--fk--00038.xml	 ||| Af Herr Rääf: Om aflåtande af skrifvelse till Kongl. Maj:t med begäran om förslag till förändrad lagstiftning angående fattigvården i riket.	annotated title block does not match goldstandard
data/1885/mot-1885--ak--00030.xml	 ||| Af Herr J. Anderson i Tenhult: Med förslag till lag angående vägunderhållningsbesvärets utgörande på landet.	annotated title block does not match goldstandard
data/1885/mot-1885--ak--00142.xml	 ||| Af Herr S. F. Norén: Om inrättande af ett Riksbankens afdel- nmingskontor i Borås eller Ulricehamn.	annotated title block does not match goldstandard
data/1885/mot-1885--fk--00053.xml	 ||| Af Herr Nyström: Angående tiden för beväringens vapenöfning samt inrättande af landstorm.	annotated title block does not match goldstandard
data/1886/mot-1886--ak--00036.xml	 ||| Af Herr H. I. Arwidsson: Om antagande af en författning angående skyldighet för utländsk man att i rättegång vid svensk domstol eller myndighet mot inländsk man ställa borgen för kostnad och skada.	annotated title block does not match goldstandard
data/1886/mot-1886--ak--00137.xml	 ||| Af Herr J, B. Unger: Om ändring af bestämmelserna rörande nämndemans rätt till ersättning för extra förrättningar.	annotated title block does not match goldstandard
data/1886/mot-1886--fk--00007.xml	 ||| Af Herr Bäckström: Om aflåtande af skrifvelse till Kongl. Maj:t i fråga om vilkoren för telefonförbindelses upprättande å viss mark.	annotated title block does not match goldstandard
data/1887/mot-1887-janmar-ak--00024.xml	 ||| Af herr L. Jönsson i Sandby, om wpphörande af skyldig- heten att förnya inteckningar, som blifvit i fastighetsbok införda.	annotated title block does not match goldstandard
data/1887/mot-1887-janmar-ak--00131.xml	 ||| Af herr ÅA. P. Lind, om skrifvelse till Kongl. Maj:t rörande inrättande af en pensionsanstalt för vid rikets småskolor och mindre folkskolor anstälde lärare och lärarinnor.	annotated title block does not match goldstandard
data/1887/mot-1887-majjul-ak--00026.xml	 ||| Herr N. Nilsson i Vrängebol, om afskrifning af grundskatterna och lindring i rustnings- och roteringsbesvären.	annotated title block does not match goldstandard
data/1888/mot-1888--ak--00024.xml	 ||| Af herr G, F. Östberg, om indragning af den agrikulturkemiska anstalten vid Ultuna och om åtgärders vidtagande för offentliggöramde af en utaf anstaltens föreståndare utarbetad sammanfattning af de vid anstalten vunna resultat.	annotated title block does not match goldstandard
data/1888/mot-1888--ak--00142.xml	 ||| Af herr J. E. Wiksten m. fl., om ändrade bestämmelser i afseende å förvaltningen af kronans domäner i öfre Norrland.	annotated title block does not match goldstandard
data/1888/mot-1888--ak--00157.xml	 ||| Af herr G. A. Wändahl, om inrättande af ett riksbankens afdel- mngskontor i Sundsvall.	annotated title block does not match goldstandard
data/1889/mot-1889--ak--00029.xml	 ||| Af herr G. Elowson, om ändrade vilkor för utgående af stats- anslaget till aflönande af lärare i slöjd vid folkskolor.	annotated title block does not match goldstandard
data/1889/mot-1889--ak--00139.xml	 ||| Af herr P. Stockman, om ändring af 121 $ utsökningslagen.	annotated title block does not match goldstandard
data/1889/mot-1889--fk--00050.xml	 ||| Af herr Alin, om medgifvande af utsträckning i tiden för inne- hafvande af docentstipendier.	annotated title block does not match goldstandard
data/1890/mot-1890--ak--00043.xml	 ||| Af herr H. Eriksson i Elqered, om ändrad lydelse af $ 22 i förordningen angående vilkoren för försäljning af bränvin m. m. den 29 Maj 1885.	annotated title block does not match goldstandard
data/1890/mot-1890--ak--00045.xml	 ||| Af herr J. Eliasson, om afskrifning med ytterligare 20 procent af grundskatterna och motsvarande lindring i rustnings- och roteringsbesvären.	annotated title block does not match goldstandard
data/1890/mot-1890--ak--00214.xml	 ||| Af herrar EB. Olsson i Kyrkebol och N. Pehrsson i Önnerud, om inrättande af et nytt provinsvalläkaredistrikt inom Vermlands län.	annotated title block does not match goldstandard
data/1891/mot-1891--ak--00046.xml	 ||| Af herr J. Bengtsson i Gullåkra, om antagande af lag angår ende väghållningsbesvärets utgörande på landet.	annotated title block does not match goldstandard
data/1891/mot-1891--ak--00184.xml	 ||| Af herr M. Andersson i Stigen, om ändrad lydelse af $$ 71, 72 och 73 riksdagsordningen.	annotated title block does not match goldstandard
data/1891/mot-1891--ak--00186.xml	 ||| Af herr M) Dahn, med förslag till vissa bestämmelser i fråga om beräkningen af rote- och rusthållsvärde m. m. såsom vilkor för antagande af Kongl. Maj:ts proposition till ändrad lydelse af värnepligtslagen den 5 jum 1889.	annotated title block does not match goldstandard
data/1892/mot-1892--ak--00075.xml	 ||| Af herr O. W. Redelius, om tillägg till $ 14 i gällande be- villningsförordning.	annotated title block does not match goldstandard
data/1892/mot-1892--ak--00091.xml	 ||| Af herr N. Nilsson i Skärhus, om skrifvelse till Kongl. Maj:t rö- rande ifrågasatt ordnande af trafikförbindelsen mellan Sverige och Tyskland.	annotated title block does not match goldstandard
data/1892/mot-1892-urtima-fk--00002.xml	 ||| Af herr Adelsköld, om afskrifning af grundskatter, m. m:	annotated title block does not match goldstandard
data/1893/mot-1893--ak--00096.xml	 ||| Af herr E. A. Edelstam, om lönereglering för läkaren vid Nyköpings hospital.	annotated title block does not match goldstandard
data/1893/mot-1893--ak--00115.xml	 ||| Af herr G. Elowson, om beviljande af pension åt t.f. rektorn vid Åmåls läroverk L. J. Dalgrens enka och barn.	annotated title block does not match goldstandard
data/1893/mot-1893--ak--00126.xml	 ||| Af herr 8: Arnoldsson, med förslag till lag angående invallning.	annotated title block does not match goldstandard
data/1894/mot-1894--ak--00016.xml	 ||| Af herr J. Anderson i Tenhult, om ändrad lydelse af $ 11 i förordningen om kommunalstyrelse på landet den 21 mars 1862.	annotated title block does not match goldstandard
data/1894/mot-1894--ak--00170.xml	 ||| Af herr R. Björck, med anledning af Kongl. Maj:ts proposition om anslag till nya kasernetablissement m. m.	annotated title block does not match goldstandard
data/1894/mot-1894--fk--00024.xml	 ||| Af herr Cederberg, om anslag för anskaffning till Umeå provinskontor af kopior af vissa handlingar angående laga skiften.	annotated title block does not match goldstandard
data/1895/mot-1895--ak--00052.xml	 ||| Af herr E. G. Fredholm i Saleby, om ändrad lydelse af 10 $ i förordningen angående lagfart å fång till fast egendom den 16 juni 1875, sådan den lyder i lagen den 31 decem- ber 1891.	annotated title block does not match goldstandard
data/1895/mot-1895--ak--00112.xml	" ||| Af ker DL. Eriksson i: Bäck, om ändrad lydelse af $ 11i förordningen ""On, kommunalstyrelse på landet den 21 mars 1862, sådan denna $ lyder i förordningen den. 26. oktober 1888."	annotated title block does not match goldstandard
data/1895/mot-1895--fk--00046.xml	 ||| Af herr de Laval, om ökad tull å å finare slägs papper.	annotated title block does not match goldstandard
data/1896/mot-1896--ak--00071.xml	 ||| Af herr OC. W. Collander, om skrifvelse till Kongl. Maj:t med begäran om utredning angående Nya Trollhätte kanal- bolags rättsförhållande till kronan m. m.	annotated title block does not match goldstandard
data/1896/mot-1896--ak--00134.xml	 ||| Af herr O. G. Erikson i Öfra Odensvi, om skrifvelse till Kongl. Maj:t angående ändring af kongl. förordningen om försäljning af vin och maltdrycker den 24 oktober 1885 m. nm.	annotated title block does not match goldstandard
data/1896/mot-1896--ak--00174.xml	 ||| Af herr E. Svensson från Karlskrona, om skrifvelse till Kongl. Maj:t med begäran om utredning ang. förändrande af flot- tans station 1 Stockholm till depöt m. m.	annotated title block does not match goldstandard
data/1897/mot-1897--ak--00104.xml	" ||| Af herr O. H. Ström, om skrifvelse till Kongl. Maj:t med begäran om ""införande i flottningsstadgan af bestämmelse alt val af styrelse i flottningsförening skall inom viss tid anmälas hos Konungens befallningshafvande."	annotated title block does not match goldstandard
data/1897/mot-1897--fk--00011.xml	 ||| Af herr Stephens, om tull a majsolja.	annotated title block does not match goldstandard
data/1897/mot-1897--fk--00018.xml	 ||| Af grefve Wachtmeister, Fredrik, om statsunderstöd äl vissa en- skilda läroverk.	annotated title block does not match goldstandard
data/1898/mot-1898--ak--00053.xml	 ||| Af herr J. G. Hazén, om skrifvelse till Kongl. Maj:t angående statsbidrag till förbättrad vård åt sådana ekonomiskt vanlottade sinnessjuka och idioter, för hvilka ej erhålles statshjelp.	annotated title block does not match goldstandard
data/1898/mot-1898--ak--00108.xml	 ||| Af herr E. 0. V. Wavrinsky, om skrifvelse till Kongl. Maj:t angående fullständigare lagstiftning till skydd mot miss- handel af djur.	annotated title block does not match goldstandard
data/1898/mot-1898--ak--00138.xml	 ||| Af herr ÅA. W. Styrlander, om skrifvelse till Kongl. Maj:t rörande omarbetning af förordningen angående försäljning af vin och: maltdrycker:.	annotated title block does not match goldstandard
data/1899/mot-1899--ak--00056.xml	 ||| Af herr P. Olsson i Åsak, om skrifvelse till Kongl. Maj:t ang. kontroll å stämpelbeläggning af stämningar till underrätt.	annotated title block does not match goldstandard
data/1899/mot-1899--ak--00211.xml	 ||| Af herr Å. V. Ljungman, om” skrifvelse till Kongl. Maj:t an- gående ett hela riket omfattande statsbanesystem m. m.	annotated title block does not match goldstandard
data/1899/mot-1899--ak--00241.xml	 ||| Af herr L. Dahlstedt, i anledning af Kongl. Maj:ts proposition ö med förslag till lag angående civile tjensteinnehafvares rätt till pension af staten m. m.	annotated title block does not match goldstandard
data/1900/mot-1900--ak--00054.xml	 ||| Af herr C. Wallis, angående rektorernas vid de femklassiga läro- verken i Stockholm uppflyttning i högre lönegrad.	annotated title block does not match goldstandard
data/1900/mot-1900--ak--00130.xml	 ||| Af herr 8. Söderberg, angående upphörande af nu gällande be- stämmelser derom att åt lärare och lärarinna vid folk- skola bör anskaffas sommarbete och vinterföda för en ko m. m.	annotated title block does not match goldstandard
data/1900/mot-1900--ak--00151.xml	 ||| Af herr K. G. Karlsson i Göteborg m. fl., om skrifvelse till Kongl. Maj:t i fråga om förändradt och förbättradt pensioneringssätt af sjöfolk.	annotated title block does not match goldstandard
data/1901/mot-1901--ak--00125.xml	 ||| Af herr Hj. Branting, om skrifvelse till Kongl. Maj:t an- gående införande af lika rösträtt och proportionella val vid städsfuällmägtvigevål.	annotated title block does not match goldstandard
data/1901/mot-1901--ak--00166.xml	 ||| Af herr A. G. Jönsson i Mårarp, i anledning af Kongl. Maj:ts proposition angående ny härordning.	annotated title block does not match goldstandard
data/1901/mot-1901--ak--00175.xml	 ||| Af herr ÅA. Hedin i Stockholm, om ändring af 4 $ i Kongl. Maj:ts förslag. till ny värnpligtslag.	annotated title block does not match goldstandard
data/1902/mot-1902--ak--00007.xml	 ||| Af herr J. J. Byström, om skrifvelse till Kongl. Maj:t angående ändrad lagstiftning rörande aftal om hyra. af bostad.	annotated title block does not match goldstandard
data/1902/mot-1902--ak--00059.xml	 ||| Af herr Å. Sundblad, om skrifvelse till Kongl. Maj:t angående upphörande af stiftsbandet med afseende på presternas befordringsrätt.	annotated title block does not match goldstandard
data/1902/mot-1902--ak--00061.xml	 ||| Af herr 8, O. Nylander m. fl., om anslag till bildande af en fond för torfindustriens understödjande.	annotated title block does not match goldstandard
data/1903/mot-1903--ak--00055.xml	 ||| Af herr D. Holmgren, om anslag till försträckning åt af- gående indelta soldater för inlösen af de af dem innehafda torp.	annotated title block does not match goldstandard
data/1903/mot-1903--ak--00064.xml	 ||| Af herr P. Hörnstén, om ändring af 42 $ folkskolestadgan.	annotated title block does not match goldstandard
data/1903/mot-1903--ak--00101.xml	 ||| Af herr OC. Persson i Stallerhult m. fl., om pension ut vice häradshöfdingen John Magnus Stuart.	annotated title block does not match goldstandard
data/1904/mot-1904--ak--00145.xml	 ||| Herrar A. OC. Bökelund och P. O. Lundell, om stämpelfrihet för tillståndsbevis för utöfvande af tillverkning vid skatte- fritt bryggeri.	annotated title block does not match goldstandard
data/1904/mot-1904--ak--00151.xml	 ||| Af herr K. G.. Karlsson i Göteborg m.fl., i anledning af Kungl. Maj:ts proposition angående aflöningsstat för tullverket.	annotated title block does not match goldstandard
data/1904/mot-1904--fk--00022.xml	 ||| Af herr Hedborg, angående skrifvelse till Konungen i fråga om ändring af $ 136 i skiftesstadgan m. m.	annotated title block does not match goldstandard
data/1905/mot-1905--ak--00114.xml	 ||| Af herr 8. T. Palme, om skrifvelse till Kungl. Maj:t an- gående ordnande af utsökningsförhållandena med aft- seende på kommunlån.	annotated title block does not match goldstandard
data/1905/mot-1905--ak--00146.xml	 ||| Af herrar K. Karlsson i Mo och H. G. P. Öhngren, om skrifvelse till Kungl. Maj:t angående inrättandet å Norrlandskusten af en replipunkt för flottan.	annotated title block does not match goldstandard
data/1905/mot-1905-urtima-fk--00004.xml	 ||| Af herr VOn Baumgarten m. fl., om anslag för eventuella åt- gärder från svensk sida med anledning af de uppkomna unionella förvecklingarna.	annotated title block does not match goldstandard
data/1906/mot-1906--ak--00067.xml	 ||| Af herr P. Os Lundell, om skrifvelse till Kungl. Maj:t angående förslag till lag rörande invallning.	annotated title block does not match goldstandard
data/1906/mot-1906--ak--00167.xml	 ||| Af herr 8. Nordström, i anledning af Kungl. Maj:ts propo- sition om godkännande af förslag till öfverenskommelse mellan svenska staten, å ena, samt Luossavaara-Kiiruna- vaara aktiebolag, aktiebolaget Gellivare malmfält och trafikaktiebolaget Grängesberg-Oxelösund, å andra sidan, angående viss grufegendom m. m.	annotated title block does not match goldstandard
data/1906/mot-1906--fk--00039.xml	 ||| Af herr Nisser, i anledning af Kungl. Maj:ts proposition med förslag till lag angående medling i arbetstvister.	annotated title block does not match goldstandard
data/1907/mot-1907--ak--00018.xml	 ||| Af herr G. Lindgren i Islingby, om skrifvelse till Kungl. Maj:t angående vidtagande af sådan anordning, att värnplik- tig, som af samvetsbetänkligheter anser sig förhindrad att deltaga i vapenöfning, må i stället få utföra annat arbete för statens räkning.	annotated title block does not match goldstandard
data/1907/mot-1907--ak--00283.xml	 ||| Af herr OC. H. P. af Burén, i anledning af Kungl. Maj:ts proposition angående lönereglering för personalen vid statens järnvägar m. m.	annotated title block does not match goldstandard
data/1907/mot-1907--fk--00040.xml	 ||| Af herr Östberg, i anledning af Kungl. Maj:ts förslag till lag om nyttjanderätt till fast egendom m. m.	annotated title block does not match goldstandard
data/1908/mot-1908--ak--00032.xml	 ||| Af herr E. 0. V. Wavrinsky i Stockholm, om skrif- velse till Kungl. Maj:t angående utredning om arbets- lösheten i Sverige m. m.	annotated title block does not match goldstandard
data/1908/mot-1908--ak--00087.xml	 ||| Af herr J. J. Byström m. £f., om ändring af 12 $ förord- ningen angående försäljning af vin och öl.	annotated title block does not match goldstandard
data/1908/mot-1908--ak--00328.xml	 ||| At herr T. Zetterstrand, i anledning af motionen n:o 206 med förslag till lag angående förekommande af vanhäfd å vissa jordbruk i Norrland och Dalarna.	annotated title block does not match goldstandard
data/1909/mot-1909--ak--00064.xml	 ||| Af herr Färst, om antagande af lag angående förbud mot kvinnors användande till arbete nattetid i vissa industriella företag.	annotated title block does not match goldstandard
data/1909/mot-1909--ak--00065.xml	 ||| Af herr Byström, om ändrad lydelse af 4 $ i förordningen om kyrkostämma samt kyrkoråd och skolråd.	annotated title block does not match goldstandard
data/1909/mot-1909--ak--00262.xml	 ||| Af herr Sundström, i anledning af Kungl. Maj:ts proposition an- gående statsunderstöd till kommunala och enskilda läro- anstalter.	annotated title block does not match goldstandard
data/1910/mot-1910--ak--00202.xml	 ||| Af herr Lindhagen om skrifvelse till Kungl. Maj:t angående utredning rörande kronans jorddonationer till industrien m. Mm.	annotated title block does not match goldstandard
data/1910/mot-1910--fk--00031.xml	 ||| Af herr Fahlén, om anslag till lokala föreningar för främjande af svensk hemslöjd.	annotated title block does not match goldstandard
data/1910/mot-1910--fk--00086.xml	 ||| Af herr Danström, i anledning af Kungl. Maj:ts proposition med förslag till förordning om inkomst- och förmögen- hetsskatt.	annotated title block does not match goldstandard
data/1911/mot-1911--ak--00088.xml	 ||| Af herr Bkman i Mogård om skrifvelse till Kungl. Maj:t angdende bättre kontroll därå att afhandlingar om skogsafverkning förses med stadgad stämpel.	annotated title block does not match goldstandard
data/1911/mot-1911--ak--00368.xml	 ||| Af herr Riström i anledning af Kungl. Maj:ts proposition angdende anläggning af en statsbana från Veittijärvi till Karungi samt från Karungi till Matarengi m. m	annotated title block does not match goldstandard
data/1911/mot-1911--fk--00098.xml	 ||| Af herr Nilsson, i anledning af Kungl. Maj:ts proposition angående särskild afgift för brännvin, som tillverkas vid bränneri wunder tid, då maniokarot eller andra väsentligen lika stärkelserika, utländska ämnen an- vändas, m. m.	annotated title block does not match goldstandard
data/1912/mot-1912--ak--00220.xml	 ||| Af herr Lindhagen, i anledning af Kungl. Maj:ts i statsverks- propositionen gjorda framställning angående uppförandet af fasta biträden i staten för vissa ämbetsverk och myn- digheter.	annotated title block does not match goldstandard
data/1912/mot-1912--fk--00010.xml	 ||| Af herr Larsson, Knut, om upphäfvande af tullen å klorkalk eller restitution af erlagd tull vid utförsel af med klor- kalk blekt cellulosa.	annotated title block does not match goldstandard
data/1912/mot-1912--fk--00110.xml	 ||| Af herrar Laram och Nilsson, Johan, i anledning af Kungl. Maj:ts proposition angdende anslag för år 1913 till fortsättande af utläggning af ytterligare ett järn- vägsspår mellan Rönninge och Järna.	annotated title block does not match goldstandard
data/1913/mot-1913--ak--00250.xml	 ||| Av herr Lindhagen, om skrivelse till Kungl. Maj:t angående svenskt initiativ till internationellt erkännande av varje nations rätt att leva sitt eget fria liv.	annotated title block does not match goldstandard
